MicroMag 2900/3900 Data File (Series 0016.002)
Direct moment vs. field; First-order reversal curves
Generated by Lake Shore 8600 series VSM software version 1.3

INSTRUMENT
Configuration			VSM
-0.296, -1.12245535243657E-5
-0.293, -1.12024890806292E-5
-0.29, -1.11800602449537E-5
-0.287, -1.1155556399574E-5
-0.284, -1.11326359291795E-5
-0.281, -1.11058429576331E-5
-0.278, -1.10789145314431E-5
-0.275, -1.10542262952037E-5
-0.272, -1.10280476747883E-5
-0.269, -1.10011095072521E-5
-0.266, -1.09709913944154E-5
-0.263, -1.09416783058332E-5
-0.26, -1.09139859031237E-5
-0.257, -1.08814008032548E-5
-0.254, -1.08514249335887E-5
-0.251, -1.08183764132275E-5
-0.248, -1.07857920131334E-5
-0.245, -1.07506279263339E-5
-0.242, -1.07156192427656E-5
-0.239, -1.06775674580889E-5
-0.236, -1.06383962794909E-5
-0.233, -1.06015501974812E-5
-0.23, -1.0560834676949E-5
-0.227, -1.05192804579048E-5
-0.224, -1.04742986302798E-5
-0.221, -1.0429050601101E-5
-0.218, -1.03845927546591E-5
-0.215, -1.03376073988231E-5
-0.212, -1.02854984710094E-5
-0.209, -1.02325070556935E-5
-0.206, -1.01785744570782E-5
-0.203, -1.01233658061177E-5
-0.2, -1.00651973727174E-5
-0.197, -1.00102520155609E-5
-0.194, -9.9470392087779E-6
-0.191, -9.88407539533975E-6
-0.188, -9.82109529071016E-6
-0.185, -9.75235488207184E-6
-0.182, -9.68184095461443E-6
-0.179, -9.6083834612785E-6
-0.176, -9.53569521924928E-6
-0.173, -9.45850859321062E-6
-0.17, -9.37710009698842E-6
-0.167, -9.29533117678495E-6
-0.164, -9.21088278240758E-6
-0.161, -9.12519804742815E-6
-0.158, -9.03639851932669E-6
-0.155, -8.94346599578754E-6
-0.152, -8.84854783358997E-6
-0.149, -8.74895558986924E-6
-0.146, -8.64976089443933E-6
-0.143, -8.54546166127884E-6
-0.14, -8.43957571278727E-6
-0.137, -8.32865630679748E-6
-0.134, -8.21492326971076E-6
-0.131, -8.09885637948916E-6
-0.128, -7.9798548021011E-6
-0.125, -7.8576433488369E-6
-0.122, -7.73200600765377E-6
-0.119, -7.60709898963241E-6
-0.116, -7.47579399220883E-6
-0.113, -7.33916394841289E-6
-0.11, -7.2069230970636E-6
-0.107, -7.06314245431966E-6
-0.104, -6.9230373695578E-6
-0.101, -6.77901937185224E-6
-0.098, -6.62869050801E-6
-0.095, -6.4786033409636E-6
-0.092, -6.32106390950261E-6
-0.089, -6.1651050151394E-6
-0.0860000000000001, -6.00475977274463E-6
-0.0830000000000001, -5.84340152178724E-6
-0.0800000000000001, -5.67798327387502E-6
-0.0770000000000001, -5.50666463746966E-6
-0.0740000000000001, -5.33673689323337E-6
-0.0710000000000001, -5.16253527496882E-6
-0.0680000000000001, -4.98543027254196E-6
-0.0650000000000001, -4.80423181324947E-6
-0.0620000000000001, -4.62444317720149E-6
-0.0590000000000001, -4.44128443471167E-6
-0.0560000000000001, -4.25233896749114E-6
-0.053, -4.06272900080696E-6
-0.0500000000000001, -3.87067382252201E-6
-0.047, -3.6769098558066E-6
-0.044, -3.48133230433296E-6
-0.041, -3.27906624959358E-6
-0.038, -3.07664728621073E-6
-0.035, -2.86697666471735E-6
-0.032, -2.65921277998281E-6
-0.029, -2.45016127936893E-6
-0.026, -2.23572249332673E-6
-0.0230000000000001, -2.01772072744506E-6
-0.0200000000000001, -1.7955340778059E-6
-0.0170000000000001, -1.569781469452E-6
-0.0140000000000001, -1.33959812928275E-6
-0.0110000000000001, -1.10759772274694E-6
-0.00800000000000006, -8.71944229838292E-7
-0.00500000000000006, -6.29824023686321E-7
-0.00200000000000006, -3.80610578921236E-7
0.000999999999999945, -1.29339411354737E-7
0.00399999999999995, 1.2822530803408E-7
0.00699999999999995, 3.82075675646896E-7
0.00999999999999995, 6.35202796281449E-7
0.013, 8.81955267801429E-7
0.016, 1.12620313447376E-6
0.019, 1.36857577593293E-6
0.022, 1.60754322237262E-6
0.025, 1.8411965380365E-6
0.028, 2.07222296661738E-6
0.031, 2.29588399489754E-6
0.034, 2.5194524421792E-6
0.037, 2.73772536673863E-6
0.0399999999999999, 2.95475106637497E-6
0.0429999999999999, 3.1637272898154E-6
0.0459999999999999, 3.37398709055817E-6
0.0489999999999999, 3.57623538102372E-6
0.0519999999999999, 3.78145690785351E-6
0.0549999999999999, 3.98000697949268E-6
0.0579999999999999, 4.17596530244835E-6
0.0609999999999999, 4.37004879782921E-6
0.0639999999999999, 4.56051219495736E-6
0.0669999999999999, 4.74581410773345E-6
0.0699999999999999, 4.93092395929049E-6
0.0729999999999999, 5.11002087351847E-6
0.076, 5.28889850855909E-6
0.079, 5.46522601344602E-6
0.082, 5.63358881848932E-6
0.085, 5.80284723300028E-6
0.088, 5.96840058486632E-6
0.091, 6.133859862633E-6
0.094, 6.29385476110257E-6
0.097, 6.45150286425571E-6
0.1, 6.60534998999024E-6
0.103, 6.75373111117805E-6
0.106, 6.90155573159966E-6
0.109, 7.04740117286103E-6
0.112, 7.18890634154771E-6
0.115, 7.3285753847567E-6
0.118, 7.46131667097708E-6
0.121, 7.5959398433507E-6
0.124, 7.72233105656019E-6
0.127, 7.85105987051725E-6
0.13, 7.97507435221993E-6
0.133, 8.09575257158323E-6
0.136, 8.21451804567073E-6
0.139, 8.32535787956922E-6
0.142, 8.44100172727322E-6
0.145, 8.548057439498E-6
0.148, 8.65441456562408E-6
0.151, 8.75568942819972E-6
0.154, 8.85487120980776E-6
0.157, 8.95079844172646E-6
0.16, 9.04742033652239E-6
0.163, 9.13645382082637E-6
0.166, 9.22796663533868E-6
0.169, 9.31066040707168E-6
0.172, 9.3974118175393E-6
0.175, 9.47492455721111E-6
0.178, 9.5549246890797E-6
0.181, 9.62862597627838E-6
0.184, 9.70266767496061E-6
0.187, 9.77376517994862E-6
0.19, 9.84302384869444E-6
0.193, 9.90889043414658E-6
0.196, 9.97187040672075E-6
0.199, 1.00378969278801E-5
0.202, 1.00969494942498E-5
0.205, 1.01552147178701E-5
0.208, 1.02115045854747E-5
0.211, 1.02646871753716E-5
0.214, 1.03160495738054E-5
0.217, 1.03688419792347E-5
0.22, 1.04167203664101E-5
0.223, 1.04661227073661E-5
0.226, 1.05086787324981E-5
0.229, 1.05557180850441E-5
0.232, 1.05978831007234E-5
0.235, 1.06381485130299E-5
0.238, 1.0679280862688E-5
0.241, 1.07172496957326E-5
0.244, 1.0758643756933E-5
0.247, 1.0789833527158E-5
0.25, 1.08285136106807E-5
0.253, 1.08635055169929E-5
0.256, 1.08937180903061E-5
0.259, 1.0930032826422E-5
0.262, 1.09608933512422E-5
0.265, 1.09913387753339E-5
0.268, 1.10219073518154E-5
0.271, 1.10490139787862E-5
0.274, 1.10766981576934E-5
0.277, 1.11040586635818E-5
0.28, 1.11305173934972E-5
0.283, 1.11572570708515E-5
0.286, 1.11822974089274E-5
0.289, 1.12098383073135E-5
0.292, 1.12316359399296E-5
0.295, 1.12540324672744E-5
0.298, 1.12780464405139E-5
0.301, 1.13015988046247E-5
0.304, 1.13286652801625E-5
0.307, 1.13479304078159E-5
0.31, 1.13663761784511E-5
0.313, 1.13891965310083E-5
0.316, 1.14062795369366E-5
0.319, 1.14303406764334E-5
0.322, 1.14499753425527E-5
0.325, 1.14700770129589E-5
0.328, 1.14894621190883E-5
0.331, 1.15067941072697E-5
0.334, 1.15265172077013E-5
0.337, 1.15430779975245E-5
0.34, 1.15614058581966E-5
0.343, 1.15793872608564E-5
0.346, 1.15956471469655E-5
0.349, 1.16111714442901E-5
0.352, 1.16275199139112E-5
0.355, 1.16445138777197E-5
0.358, 1.16627041000105E-5
0.361, 1.16802597474819E-5
0.364, 1.16940272736929E-5
0.367, 1.17075874302594E-5
0.37, 1.17244235457435E-5
0.373, 1.17381219200623E-5
0.376, 1.17546488791535E-5
0.379, 1.17702321450611E-5
0.382, 1.17820261261694E-5
0.385, 1.17970257584059E-5
0.388, 1.18096883155333E-5
0.391, 1.18245636351706E-5
0.394, 1.18398690128178E-5
0.397, 1.185161959126E-5
0.4, 1.18644520848637E-5
0.403, 1.18764770324541E-5
0.406, 1.18928138765016E-5
0.409, 1.19029074369755E-5
0.412, 1.19180200327564E-5
0.415, 1.192919863874E-5
0.418, 1.19402951765824E-5
0.421, 1.19540788019002E-5

0.439344370536017, 1.20326600348018E-5

-0.38, -1.17198014148474E-5
-0.377, -1.17034545564628E-5
-0.374, -1.16916507421628E-5
-0.371, -1.16747523263439E-5
-0.368, -1.16629310408417E-5
-0.365, -1.16455572329378E-5
-0.362, -1.16312671245023E-5
-0.359, -1.16171200079264E-5
-0.356, -1.16000662916748E-5
-0.353, -1.15832777337297E-5
-0.35, -1.1567996047714E-5
-0.347, -1.1554102887309E-5
-0.344, -1.15368091532195E-5
-0.341, -1.15204019587584E-5
-0.338, -1.1502881612554E-5
-0.335, -1.14849061198386E-5
-0.332, -1.14662153982613E-5
-0.329, -1.14474522163552E-5
-0.326, -1.14315355680568E-5
-0.323, -1.14110993312533E-5
-0.32, -1.1394637411795E-5
-0.317, -1.13737321133702E-5
-0.314, -1.13535358728055E-5
-0.311, -1.13323899605124E-5
-0.308, -1.13121207944013E-5
-0.305, -1.12932815238533E-5
-0.302, -1.12713443585601E-5
-0.299, -1.12490371053222E-5
-0.296, -1.12260536058078E-5
-0.293, -1.12039230469164E-5
-0.29, -1.11795536143817E-5
-0.287, -1.11588201804388E-5
-0.284, -1.11347835585591E-5
-0.281, -1.11101551536266E-5
-0.278, -1.10823775788164E-5
-0.275, -1.10576910270961E-5
-0.272, -1.10278089680331E-5
-0.269, -1.10010853817892E-5
-0.266, -1.09740849089625E-5
-0.263, -1.09459603171786E-5
-0.26, -1.09119327644771E-5
-0.257, -1.08810739353655E-5
-0.254, -1.08490090088334E-5
-0.251, -1.08190792692938E-5
-0.248, -1.07856093353812E-5
-0.245, -1.07500127934354E-5
-0.242, -1.07134135146626E-5
-0.239, -1.06777937071078E-5
-0.236, -1.06387643037142E-5
-0.233, -1.0600120173873E-5
-0.23, -1.05588670269669E-5
-0.227, -1.05172123189384E-5
-0.224, -1.04744768297513E-5
-0.221, -1.04284375808745E-5
-0.218, -1.03813507180439E-5
-0.215, -1.03356972415419E-5
-0.212, -1.02821480398022E-5
-0.209, -1.02365500226552E-5
-0.206, -1.01816494705847E-5
-0.203, -1.01242002692262E-5
-0.2, -1.00668177488349E-5
-0.197, -1.00079861674327E-5
-0.194, -9.9471311890531E-6
-0.191, -9.88541320624939E-6
-0.188, -9.81837911468741E-6
-0.185, -9.75127287886583E-6
-0.182, -9.68027031256059E-6
-0.179, -9.60964196400267E-6
-0.176, -9.53637783873306E-6
-0.173, -9.4590893521604E-6
-0.17, -9.37907514783029E-6
-0.167, -9.29756293500957E-6
-0.164, -9.21262244890726E-6
-0.161, -9.1240451891839E-6
-0.158, -9.03568697947643E-6
-0.155, -8.94246536830194E-6
-0.152, -8.84837567198929E-6
-0.149, -8.75189372109628E-6
-0.146, -8.6475758609756E-6
-0.143, -8.54448784333017E-6
-0.14, -8.43941090289549E-6
-0.137, -8.33025898905892E-6
-0.134, -8.21494752857524E-6
-0.131, -8.09834017218563E-6
-0.128, -7.98230375595234E-6
-0.125, -7.85992965825388E-6
-0.122, -7.73302360807653E-6
-0.119, -7.60760666814359E-6
-0.116, -7.47617850117924E-6
-0.113, -7.34494175171283E-6
-0.11, -7.20542343893794E-6
-0.107, -7.06406657828793E-6
-0.104, -6.92172650580929E-6
-0.101, -6.7767239524665E-6
-0.098, -6.63193053752977E-6
-0.095, -6.47811141826149E-6
-0.092, -6.32414111586915E-6
-0.0890000000000001, -6.16703168045573E-6
-0.0860000000000001, -6.0067736907906E-6
-0.0830000000000001, -5.84339822042049E-6
-0.0800000000000001, -5.67826898600643E-6
-0.0770000000000001, -5.51030239689618E-6
-0.0740000000000001, -5.33732862487986E-6
-0.0710000000000001, -5.16244231099389E-6
-0.0680000000000001, -4.98641308888673E-6
-0.0650000000000001, -4.80698210657747E-6
-0.0620000000000001, -4.6252650661334E-6
-0.0590000000000001, -4.44230947646179E-6
-0.056, -4.25344709825616E-6
-0.053, -4.0617132243101E-6
-0.05, -3.87156384980413E-6
-0.047, -3.67618253055666E-6
-0.044, -3.4778250801453E-6
-0.041, -3.27854191620719E-6
-0.038, -3.07837026959718E-6
-0.035, -2.86845289371857E-6
-0.032, -2.66093816187757E-6
-0.029, -2.44922862291401E-6
-0.0260000000000001, -2.23709389648945E-6
-0.0230000000000001, -2.01735023824526E-6
-0.0200000000000001, -1.7952754439031E-6
-0.0170000000000001, -1.57166832462759E-6
-0.0140000000000001, -1.34140202455568E-6
-0.0110000000000001, -1.10665276726603E-6
-0.00800000000000005, -8.73088517631948E-7
-0.00500000000000005, -6.31149591404708E-7
-0.00200000000000005, -3.82687366281156E-7
0.000999999999999952, -1.28514800968489E-7
0.00399999999999996, 1.25528203198635E-7
0.00699999999999996, 3.82325696322983E-7
0.00999999999999996, 6.32914723152043E-7
0.013, 8.82963181033571E-7
0.016, 1.12849572103193E-6
0.019, 1.36803824876013E-6
0.022, 1.60821192613565E-6
0.025, 1.84035225063986E-6
0.028, 2.07071450423262E-6
0.031, 2.29608237696664E-6
0.034, 2.51742764676114E-6
0.0369999999999999, 2.73868153984836E-6
0.0399999999999999, 2.95219072677245E-6
0.0429999999999999, 3.1650358852231E-6
0.0459999999999999, 3.37325091404636E-6
0.0489999999999999, 3.57817648338426E-6
0.0519999999999999, 3.78083295797447E-6
0.0549999999999999, 3.97990355921795E-6
0.0579999999999999, 4.17578703417176E-6
0.0609999999999999, 4.36928804081169E-6
0.0639999999999999, 4.55858186197791E-6
0.0669999999999999, 4.74474322368233E-6
0.0699999999999999, 4.93168716247265E-6
0.0729999999999999, 5.11037799645823E-6
0.076, 5.2893102110353E-6
0.079, 5.46336051394293E-6
0.082, 5.63847333007325E-6
0.085, 5.80270226148592E-6
0.088, 5.96939050391711E-6
0.091, 6.13346873324431E-6
0.094, 6.29172129225924E-6
0.097, 6.45058396868756E-6
0.0999999999999999, 6.60492873793497E-6
0.103, 6.75728166648109E-6
0.106, 6.90270390034678E-6
0.109, 7.04870441178293E-6
0.112, 7.18866358068773E-6
0.115, 7.32843635922483E-6
0.118, 7.46456661501982E-6
0.121, 7.59603557713608E-6
0.124, 7.72462201606996E-6
0.127, 7.85141898708181E-6
0.13, 7.9720620138224E-6
0.133, 8.09509738310144E-6
0.136, 8.21272244008321E-6
0.139, 8.32639138597918E-6
0.142, 8.43894678042372E-6
0.145, 8.54756629467572E-6
0.148, 8.65201642540548E-6
0.151, 8.75406357482665E-6
0.154, 8.85520345504458E-6
0.157, 8.95355559383581E-6
0.16, 9.0471518115331E-6
0.163, 9.13625715061191E-6
0.166, 9.22573889206843E-6
0.169, 9.31260691228406E-6
0.172, 9.39363174678091E-6
0.175, 9.47539693804284E-6
0.178, 9.55173117568614E-6
0.181, 9.6279273912278E-6
0.184, 9.70242094464744E-6
0.187, 9.77131451348656E-6
0.19, 9.84328565813185E-6
0.193, 9.90997908428373E-6
0.196, 9.97293147127765E-6
0.199, 1.00364544539097E-5
0.202, 1.00942853251001E-5
0.205, 1.01540790277448E-5
0.208, 1.02112985165219E-5
0.211, 1.02645612229078E-5
0.214, 1.03186517807104E-5
0.217, 1.03688873298588E-5
0.22, 1.04175953800048E-5
0.223, 1.04631482846471E-5
0.226, 1.05094633109812E-5
0.229, 1.05544590830991E-5
0.232, 1.05984252523393E-5
0.235, 1.06391655284737E-5
0.238, 1.06789786251403E-5
0.241, 1.07179952572645E-5
0.244, 1.07560582216788E-5
0.247, 1.07908514847075E-5
0.25, 1.08277742947718E-5
0.253, 1.08629537809794E-5
0.256, 1.08991525893925E-5
0.259, 1.09275047356976E-5
0.262, 1.0960742727382E-5
0.265, 1.09893754774621E-5
0.268, 1.10199813538399E-5
0.271, 1.104835382199E-5
0.274, 1.10780834053428E-5
0.277, 1.11052533423419E-5
0.28, 1.11338110685346E-5
0.283, 1.11580919851573E-5
0.286, 1.11849041608778E-5
0.289, 1.12106499592419E-5
0.292, 1.12345870768451E-5
0.295, 1.12554045425785E-5
0.298, 1.12801254143617E-5
0.301, 1.13015951983714E-5
0.304, 1.13246630961582E-5
0.307, 1.13487697943379E-5
0.31, 1.1370827046929E-5
0.313, 1.1390969190257E-5
0.316, 1.14097330994897E-5
0.319, 1.14299218692832E-5
0.322, 1.14523898750058E-5
0.325, 1.14701627052774E-5
0.328, 1.14881403575977E-5
0.331, 1.15077186419346E-5
0.334, 1.15252684332417E-5
0.337, 1.15432587081674E-5
0.34, 1.15625857315087E-5
0.343, 1.15792368712298E-5
0.346, 1.15965139074099E-5
0.349, 1.16124922946882E-5
0.352, 1.16306875260132E-5
0.355, 1.16461715629678E-5
0.358, 1.16630188912049E-5
0.361, 1.16808203517569E-5
0.364, 1.16933726038901E-5
0.367, 1.17116772169672E-5
0.37, 1.17238635185478E-5
0.373, 1.17386181719727E-5
0.376, 1.17541828633619E-5
0.379, 1.17716314216469E-5
0.382, 1.17849126995895E-5
0.385, 1.1797401978348E-5
0.388, 1.18110701356725E-5
0.391, 1.18233814173345E-5
0.394, 1.18400464518606E-5
0.397, 1.18538150208058E-5
0.4, 1.18646194893036E-5
0.403, 1.18808232876878E-5
0.406, 1.18930469466739E-5
0.409, 1.19025850138915E-5
0.412, 1.19163225903645E-5
0.415, 1.19299750822217E-5
0.418, 1.19407598127042E-5

0.4393456196319, 1.20349644159878E-5

-0.383, -1.17337148985537E-5
-0.38, -1.17205290307022E-5
-0.377, -1.17063050526632E-5
-0.374, -1.1690298176781E-5
-0.371, -1.16787159853931E-5
-0.368, -1.16616688531696E-5
-0.365, -1.1644573252986E-5
-0.362, -1.16323484839002E-5
-0.359, -1.16161083854868E-5
-0.356, -1.1604223177018E-5
-0.353, -1.15884328525327E-5
-0.35, -1.15719645808974E-5
-0.347, -1.15511744736926E-5
-0.344, -1.15360308935382E-5
-0.341, -1.15212331155397E-5
-0.338, -1.15021226189871E-5
-0.335, -1.14856546420891E-5
-0.332, -1.14654282799648E-5
-0.329, -1.14496303361747E-5
-0.326, -1.14306226311891E-5
-0.323, -1.14121409311603E-5
-0.32, -1.13950443379223E-5
-0.317, -1.13728428159908E-5
-0.314, -1.13548615305142E-5
-0.311, -1.1333057285742E-5
-0.308, -1.1311331245382E-5
-0.305, -1.12934176084675E-5
-0.302, -1.1269677775551E-5
-0.299, -1.12503011909738E-5
-0.296, -1.12281829855599E-5
-0.293, -1.12049660465767E-5
-0.29, -1.11801327343232E-5
-0.287, -1.11577158802339E-5
-0.284, -1.11341764416362E-5
-0.281, -1.11086670626852E-5
-0.278, -1.10803485772067E-5
-0.275, -1.10549641312388E-5
-0.272, -1.10264436778744E-5
-0.269, -1.10001061382526E-5
-0.266, -1.09735328590349E-5
-0.263, -1.09438852122416E-5
-0.26, -1.09142823057149E-5
-0.257, -1.08845763652562E-5
-0.254, -1.08518985345143E-5
-0.251, -1.08183046661251E-5
-0.248, -1.07864406883512E-5
-0.245, -1.07535071792251E-5
-0.242, -1.07151619937556E-5
-0.239, -1.0679658916117E-5
-0.236, -1.06396372151173E-5
-0.233, -1.06004471519978E-5
-0.23, -1.055901816921E-5
-0.227, -1.05204051921486E-5
-0.224, -1.04769163344521E-5
-0.221, -1.04285817782204E-5
-0.218, -1.03839205675278E-5
-0.215, -1.03343204884997E-5
-0.212, -1.02869544473037E-5
-0.209, -1.02333675940711E-5
-0.206, -1.01801003948412E-5
-0.203, -1.01252958666445E-5
-0.2, -1.00672279236282E-5
-0.197, -1.00068879873788E-5
-0.194, -9.9475683152471E-6
-0.191, -9.88445608914211E-6
-0.188, -9.82011197902689E-6
-0.185, -9.74909215142678E-6
-0.182, -9.68200348227675E-6
-0.179, -9.60615438639827E-6
-0.176, -9.53516423540813E-6
-0.173, -9.45751332834648E-6
-0.17, -9.38067272483233E-6
-0.167, -9.29705050359203E-6
-0.164, -9.21422167511371E-6
-0.161, -9.12737551742927E-6
-0.158, -9.03755323462389E-6
-0.155, -8.94440690197119E-6
-0.152, -8.85183773056069E-6
-0.149, -8.75014111996434E-6
-0.146, -8.64985851479866E-6
-0.143, -8.5425445185831E-6
-0.14, -8.43790701137808E-6
-0.137, -8.3272172678162E-6
-0.134, -8.21416315903537E-6
-0.131, -8.09971148405153E-6
-0.128, -7.97973450205229E-6
-0.125, -7.85851386569048E-6
-0.122, -7.73261279988044E-6
-0.119, -7.60543271085228E-6
-0.116, -7.47688145277415E-6
-0.113, -7.33964454445629E-6
-0.11, -7.20466839853053E-6
-0.107, -7.06639871449613E-6
-0.104, -6.92182818109012E-6
-0.101, -6.77895120927543E-6
-0.098, -6.62997400792458E-6
-0.095, -6.47877326179607E-6
-0.0920000000000001, -6.32302074581863E-6
-0.0890000000000001, -6.16791005307595E-6
-0.0860000000000001, -6.00689257532376E-6
-0.0830000000000001, -5.84202291749098E-6
-0.0800000000000001, -5.67801801463891E-6
-0.0770000000000001, -5.50747392654529E-6
-0.0740000000000001, -5.3392393982143E-6
-0.0710000000000001, -5.16444245540527E-6
-0.0680000000000001, -4.98669035783213E-6
-0.0650000000000001, -4.8076092455174E-6
-0.0620000000000001, -4.62797874552759E-6
-0.0590000000000001, -4.43913972314045E-6
-0.056, -4.2554632282943E-6
-0.053, -4.06407988817123E-6
-0.05, -3.87249733179597E-6
-0.047, -3.67627895515819E-6
-0.044, -3.4776963008244E-6
-0.041, -3.27875182058978E-6
-0.038, -3.07333823094881E-6
-0.035, -2.87281112418662E-6
-0.032, -2.66161516660282E-6
-0.0290000000000001, -2.44892917677705E-6
-0.0260000000000001, -2.23417958856968E-6
-0.0230000000000001, -2.01821665359402E-6
-0.0200000000000001, -1.79776522764244E-6
-0.0170000000000001, -1.57315071004058E-6
-0.0140000000000001, -1.34136927653936E-6
-0.0110000000000001, -1.10740939192704E-6
-0.00800000000000005, -8.71766672742613E-7
-0.00500000000000005, -6.29213268946583E-7
-0.00200000000000005, -3.79932531231748E-7
0.000999999999999952, -1.31961301035859E-7
0.00399999999999996, 1.25320232768497E-7
0.00699999999999996, 3.81576605934802E-7
0.00999999999999996, 6.35652108157196E-7
0.013, 8.8322338169368E-7
0.016, 1.12790331050401E-6
0.019, 1.37098007308941E-6
0.022, 1.60617660594027E-6
0.025, 1.8418996874777E-6
0.028, 2.07302105136912E-6
0.031, 2.29734105536727E-6
0.0339999999999999, 2.51961382719692E-6
0.0369999999999999, 2.7377119030621E-6
0.0399999999999999, 2.95023498187541E-6
0.0429999999999999, 3.16428082841253E-6
0.0459999999999999, 3.37456583055069E-6
0.0489999999999999, 3.58016237433063E-6
0.0519999999999999, 3.77898421844946E-6
0.0549999999999999, 3.97861985153019E-6
0.0579999999999999, 4.17675260786918E-6
0.0609999999999999, 4.36903532439027E-6
0.0639999999999999, 4.55976692234369E-6
0.0669999999999999, 4.74748333786282E-6
0.0699999999999999, 4.93039245382887E-6
0.0729999999999999, 5.10955950466925E-6
0.076, 5.28839215899624E-6
0.079, 5.46377037145427E-6
0.082, 5.63493237873925E-6
0.085, 5.80441784651499E-6
0.088, 5.9704921806034E-6
0.091, 6.13354397956943E-6
0.094, 6.2922851043995E-6
0.0969999999999999, 6.45029353661276E-6
0.0999999999999999, 6.60593945630327E-6
0.103, 6.75462499843202E-6
0.106, 6.90074558078058E-6
0.109, 7.0450837423816E-6
0.112, 7.18579412197334E-6
0.115, 7.32786182426143E-6
0.118, 7.46280551286365E-6
0.121, 7.59608756414007E-6
0.124, 7.7249565186755E-6
0.127, 7.85187827835594E-6
0.13, 7.97526880313382E-6
0.133, 8.09586198889535E-6
0.136, 8.21246765025524E-6
0.139, 8.32715329721682E-6
0.142, 8.44079528454127E-6
0.145, 8.54641916060919E-6
0.148, 8.65200980180471E-6
0.151, 8.75493025387404E-6
0.154, 8.85347026586805E-6
0.157, 8.95363494052389E-6
0.16, 9.04474068615754E-6
0.163, 9.1384434462065E-6
0.166, 9.22542174628878E-6
0.169, 9.31058141676429E-6
0.172, 9.39700354664834E-6
0.175, 9.47534433058989E-6
0.178, 9.55493595391026E-6
0.181, 9.62972461130408E-6
0.184, 9.7011686363785E-6
0.187, 9.77353000086332E-6
0.19, 9.84461266635717E-6
0.193, 9.9096843875682E-6
0.196, 9.97365449711706E-6
0.199, 1.00348072138784E-5
0.202, 1.00958961685305E-5
0.205, 1.01507363632877E-5
0.208, 1.02104584170422E-5
0.211, 1.02634512626944E-5
0.214, 1.03148600490718E-5
0.217, 1.03670669324098E-5
0.22, 1.04168123804199E-5
0.223, 1.04634753386767E-5
0.226, 1.05093477074897E-5
0.229, 1.05532379877982E-5
0.232, 1.05956360709371E-5
0.235, 1.06398568751999E-5
0.238, 1.06803913600139E-5
0.241, 1.07172162018881E-5
0.244, 1.075553639683E-5
0.247, 1.07919498841987E-5
0.25, 1.0826653729958E-5
0.253, 1.08635467413089E-5
0.256, 1.0894650020499E-5
0.259, 1.09247092962744E-5
0.262, 1.09574368041639E-5
0.265, 1.09888890108389E-5
0.268, 1.10186260574118E-5
0.271, 1.10469278220332E-5
0.274, 1.10749014201575E-5
0.277, 1.11013824828498E-5
0.28, 1.11313237226867E-5
0.283, 1.11585439481155E-5
0.286, 1.11821230970014E-5
0.289, 1.12088365705915E-5
0.292, 1.12336018393704E-5
0.295, 1.12538195522172E-5
0.298, 1.12784124849953E-5
0.301, 1.12997480610312E-5
0.304, 1.13239377862806E-5
0.307, 1.13476817078341E-5
0.31, 1.13677466451235E-5
0.313, 1.13889898901693E-5
0.316, 1.14092357009109E-5
0.319, 1.14295873242238E-5
0.322, 1.14482939472424E-5
0.325, 1.14700049092324E-5
0.328, 1.14885461506589E-5
0.331, 1.15078887792955E-5
0.334, 1.15242526974132E-5
0.337, 1.15415556112779E-5
0.34, 1.15610476430214E-5
0.343, 1.15803452593653E-5
0.346, 1.15947111363893E-5
0.349, 1.1611941239037E-5
0.352, 1.16282038091224E-5
0.355, 1.16474682133106E-5
0.358, 1.1661508194017E-5
0.361, 1.16774892395801E-5
0.364, 1.16958877102395E-5
0.367, 1.17082666692265E-5
0.37, 1.17261522837751E-5
0.373, 1.17382380017075E-5
0.376, 1.17530843895252E-5
0.379, 1.17703434092762E-5
0.382, 1.17832023754009E-5
0.385, 1.17991048623832E-5
0.388, 1.18115598669614E-5
0.391, 1.18265263469124E-5
0.394, 1.18384874339679E-5
0.397, 1.18536873999969E-5
0.4, 1.18641109856863E-5
0.403, 1.18791557975589E-5
0.406, 1.18927971115296E-5
0.409, 1.19054966523846E-5
0.412, 1.19157886037437E-5
0.415, 1.19305120860803E-5

0.439343754583418, 1.20342120742746E-5

-0.386, -1.1750292987607E-5
-0.383, -1.17376796691515E-5
-0.38, -1.17214885612377E-5
-0.377, -1.17079725673082E-5
-0.374, -1.16916124806749E-5
-0.371, -1.16769034534856E-5
-0.368, -1.16615060312882E-5
-0.365, -1.16473832131709E-5
-0.362, -1.16303709808172E-5
-0.359, -1.16177463876099E-5
-0.356, -1.16009273580259E-5
-0.353, -1.15868670047627E-5
-0.35, -1.15690901790625E-5
-0.347, -1.15513511579215E-5
-0.344, -1.15373935028537E-5
-0.341, -1.15171616095704E-5
-0.338, -1.15038928707822E-5
-0.335, -1.14826239008124E-5
-0.332, -1.14682317618757E-5
-0.329, -1.14513396774334E-5
-0.326, -1.14305006348059E-5
-0.323, -1.14140536102374E-5
-0.32, -1.13929907058926E-5
-0.317, -1.13743398427386E-5
-0.314, -1.13556498549455E-5
-0.311, -1.13346638984061E-5
-0.308, -1.13156756638562E-5
-0.305, -1.12932823325273E-5
-0.302, -1.1271289916009E-5
-0.299, -1.12523249665983E-5
-0.296, -1.12273415485896E-5
